3899, 4.6
5234, 6.2
7672, 5.2
7885, 4.9
7963, 4.2
8568, 5.7
9282, 5.3
9305, 4.3
9542, 6.7
14287, 5.6
15014, 4.5
15113, 4.3
22550, 4.3
22557, 4.6
22571, 4.3
22578, 4.7
22618, 4.3
22916, 4.8
25621, 4.6
25622, 4.6
26391, 4.5
26392, 4.5
27306, 4.8
27307, 4.8
27862, 4.8
27863, 4.8
28364, 4.8
29265, 6.4
29920, 5.2
29925, 5.3
30365, 5.2
30370, 5.3
30411, 5.2
30497, 5.2
30505, 5.3
30594, 5.6
30704, 4.7
30903, 4.5
31401, 5.6
31418, 5.7
31542, 4.4
31948, 5.0
32116, 4.9
32183, 5.3
32580, 4.6
33467, 5.3
33470, 5.6
33625, 5.3
34312, 4.3
34588, 6.2
35742, 5.1
36721, 4.9
37369, 4.9
37424, 5.0
37503, 4.3
37712, 4.4
37817, 4.3
38292, 5.2
38305, 5.3
38422, 5.3
38789, 4.2
38836, 5.2
38843, 5.3
38875, 6.1
38980, 5.2
39208, 5.2
39215, 5.3
39329, 8.3
39566, 5.2
39570, 5.3
39919, 5.2
39927, 5.3
40248, 5.2
40257, 5.3
40295, 8.3
40358, 5.2
40408, 5.2
40413, 5.3
40797, 4.7
40925, 6.7
40940, 6.7
40973, 6.7
40980, 6.7
41086, 4.5
41214, 5.2
41217, 7.4
41560, 4.7
41773, 5.3
43017, 5.3
43020, 5.6
43767, 6.8
43992, 6.9
44823, 5.3
44886, 5.6
45332, 6.5
45420, 5.4
45451, 5.3
45616, 4.6
47206, 5.7
47411, 5.2
47417, 5.3
47790, 5.7
47952, 5.2
47960, 5.3
48130, 5.1
48383, 5.2
48392, 5.3
48773, 5.8
48795, 5.2
48800, 5.3
49129, 5.2
49134, 5.3
49208, 8.3
49295, 4.4
49455, 5.2
49459, 5.3
49707, 5.2
49780, 5.2
49785, 5.3
50198, 4.6
50837, 4.9
51148, 5.9
51163, 4.3
51167, 4.6
51354, 4.3
51445, 4.2
51618, 6.0
51636, 5.0
51941, 4.3
51964, 5.3
51975, 4.9
51983, 4.6
52068, 5.1
52100, 4.7
52834, 6.8
53535, 5.3
53842, 4.5
54166, 6.3
54957, 4.6
55497, 8.3
55630, 7.2
55631, 6.2
57413, 6.1
58305, 4.5
58355, 5.2
58361, 5.3
58559, 4.9
58686, 5.3
58945, 5.2
58952, 5.3
59452, 5.9
59511, 5.2
59516, 5.3
59535, 5.3
59585, 5.2
59798, 4.3
59921, 5.2
59923, 5.3
60333, 5.2
60337, 5.3
60801, 5.2
60805, 5.3
60882, 4.4
61025, 5.2
61033, 5.3
61333, 6.7
61334, 6.7
61335, 6.7
61336, 6.7
61612, 4.7
61684, 4.4
61818, 5.0
62926, 5.3
63593, 6.0
63692, 4.2
64244, 4.8
65269, 4.6
65278, 4.6
65294, 5.3
65879, 4.5
66875, 4.8
67060, 4.4
67742, 5.6
68034, 6.7
68546, 4.2
68564, 4.4
68927, 6.0
70082, 5.4
70202, 4.9
70276, 5.3
70465, 4.3
70759, 4.4
71630, 4.5
71709, 5.3
71940, 4.4
71949, 4.4
72190, 6.5
72260, 4.3
72298, 5.1
72726, 4.4
73848, 4.3
74021, 4.3
75853, 4.5
76450, 4.5
76888, 4.3
76995, 4.3
77759, 5.5
77791, 4.8
78330, 5.0
78366, 4.4
78538, 4.5
78545, 4.3
80506, 5.0
80553, 4.5
80863, 4.3
81011, 4.5
81242, 4.7
81350, 5.3
81536, 4.3
82674, 4.3
82923, 4.3
83373, 4.3
83885, 4.5
84318, 5.6
84436, 4.7
84730, 4.7
84922, 4.5
85077, 5.4
85524, 4.5
85823, 4.3
86449, 5.4
86812, 5.4
