19, 4.7
61, 4.3
74, 4.4
190, 5.2
199, 5.1
253, 5.0
572, 4.5
776, 4.9
826, 6.5
903, 5.9
935, 4.3
1231, 5.3
1506, 5.5
2288, 4.4
2445, 7.1
2679, 4.5
3382, 5.6
4226, 4.3
5106, 4.6
6519, 7.5
6682, 5.1
6868, 4.5
7574, 4.9
7692, 5.5
7702, 4.9
7942, 6.9
7980, 4.6
8003, 4.5
8006, 6.1
8020, 4.3
8022, 6.1
8032, 8.4
8039, 6.5
8048, 5.9
8051, 4.4
8079, 4.5
8208, 5.6
8211, 6.7
8255, 5.5
8438, 8.5
8442, 6.5
8505, 8.5
8508, 5.4
9056, 5.5
9250, 4.9
9299, 4.8
9316, 4.3
9361, 4.6
9681, 4.5
9934, 4.9
10693, 6.8
11387, 5.5
11644, 6.8
11836, 4.3
12125, 4.6
12145, 4.8
12210, 5.1
12406, 6.6
12731, 4.6
12933, 4.6
13614, 4.5
14136, 4.3
14350, 5.1
14926, 4.5
15078, 4.4
15134, 4.5
15323, 4.3
16136, 4.4
16264, 4.6
16725, 6.4
17162, 6.0
17576, 6.2
17784, 4.4
17960, 4.4
18842, 4.3
18976, 4.7
19022, 5.5
19066, 4.6
19117, 4.7
19129, 6.3
19289, 5.6
20022, 4.3
20125, 4.6
20246, 7.3
20424, 6.3
21199, 5.3
21227, 4.9
21464, 4.6
21483, 4.8
21492, 6.1
22088, 4.5
22700, 5.1
22722, 4.4
22866, 4.4
24046, 6.1
24120, 5.3
24400, 4.5
24772, 5.1
25540, 5.5
25938, 4.7
26095, 9.7
26972, 5.8
27459, 5.5
28018, 4.9
28231, 4.4
29016, 4.8
29180, 4.4
29195, 9.8
29883, 5.9
29977, 5.2
29984, 5.7
30062, 4.3
30110, 5.7
30186, 5.1
30823, 4.4
30891, 4.3
31272, 4.9
31353, 6.1
31431, 5.7
31432, 4.9
31666, 5.5
31667, 4.7
32239, 8.6
32524, 4.5
32931, 4.4
33429, 4.9
34305, 4.5
34663, 4.7
34697, 4.3
34886, 6.4
34908, 7.3
35080, 4.3
35173, 4.8
35273, 4.4
35625, 5.6
35992, 4.4
36567, 4.8
36705, 5.3
36805, 4.3
36993, 5.4
37180, 5.7
37239, 5.7
37456, 4.9
37570, 4.9
37629, 4.7
38014, 4.9
38039, 6.3
38365, 7.6
38465, 4.2
38468, 5.3
38596, 4.9
38732, 4.4
38827, 5.7
39497, 7.6
39580, 5.0
39878, 5.1
40127, 5.0
40267, 7.9
40334, 7.8
40525, 5.4
40547, 5.0
40575, 5.4
40605, 4.5
40949, 5.1
41339, 4.3
41399, 5.4
41666, 5.5
41954, 6.4
42708, 6.0
42942, 4.6
43000, 5.1
43510, 4.6
43997, 5.8
44130, 4.5
44140, 5.0
44154, 4.9
44518, 4.8
45081, 4.4
45474, 4.7
45808, 4.7
45981, 6.1
46227, 7.6
46231, 7.9
46234, 4.6
47017, 4.3
47404, 4.5
47862, 5.0
48160, 5.7
49054, 5.0
49469, 5.0
49545, 4.5
49556, 4.6
49635, 4.6
49699, 5.7
49769, 5.5
49770, 4.8
49806, 6.4
49810, 4.3
50094, 8.4
50115, 4.9
50196, 4.5
50559, 5.2
50724, 5.8
50803, 5.3
50933, 5.0
51526, 4.7
51709, 6.4
51717, 5.0
51759, 4.6
51785, 5.5
51882, 7.4
52052, 5.8
52144, 4.7
52171, 6.9
52206, 6.2
52229, 6.9
52248, 6.8
52394, 4.4
52444, 7.0
52537, 6.7
53025, 4.7
53406, 4.3
53726, 5.5
53813, 4.8
53998, 4.8
54092, 4.3
54212, 5.6
54308, 5.1
54361, 4.6
54377, 5.1
54379, 5.6
54697, 4.5
54758, 5.6
54871, 5.7
54952, 7.7
54965, 5.3
54996, 4.9
55102, 4.4
55116, 4.8
55317, 5.6
55720, 4.6
55764, 5.0
55959, 5.3
56546, 4.7
56563, 5.6
56687, 5.4
56964, 5.8
57016, 6.4
57193, 5.6
57824, 8.8
57840, 5.6
57841, 4.5
57863, 4.2
57864, 4.6
57912, 5.0
57932, 5.7
58442, 5.1
58465, 7.3
58555, 7.4
58666, 4.8
58785, 5.7
58790, 5.4
58883, 5.6
58955, 4.8
58986, 5.3
59327, 4.3
59457, 5.2
59560, 5.3
59600, 5.0
59628, 5.1
59726, 5.3
59776, 4.4
59809, 4.8
59821, 8.4
59866, 4.8
59903, 6.2
60000, 5.3
60039, 5.7
60244, 5.3
60393, 5.5
60436, 4.8
60764, 5.6
60823, 5.6
60865, 4.7
61339, 4.6
61641, 4.9
61700, 7.8
61812, 5.9
61851, 5.7
62063, 5.0
62094, 7.7
62185, 4.9
62335, 5.5
62385, 4.7
62423, 5.4
62574, 5.3
62985, 5.7
63096, 4.5
63101, 4.6
63158, 5.0
63221, 4.7
63307, 4.3
63386, 8.2
63440, 4.5
63578, 5.1
63636, 6.1
63837, 5.3
63883, 8.2
63933, 6.0
64030, 4.7
64034, 4.7
64092, 4.4
64096, 4.6
64549, 6.8
64648, 6.5
65128, 5.0
65210, 4.6
65269, 5.3
65510, 4.3
65515, 4.6
65645, 5.3
65891, 4.4
65992, 5.4
66048, 5.1
66250, 4.6
66389, 4.3
66780, 5.5
66825, 5.2
66848, 4.2
67113, 5.5
67115, 4.9
67116, 4.6
67329, 5.3
67505, 6.4
67593, 5.1
67780, 5.3
67838, 5.4
67973, 5.4
68201, 4.5
68245, 6.7
68370, 5.0
68548, 4.7
68639, 6.2
68647, 4.6
68670, 5.5
68776, 5.3
68866, 5.2
68870, 4.3
69023, 6.3
69024, 4.7
69033, 5.8
69041, 6.4
69169, 5.7
69191, 4.8
69366, 4.3
69394, 5.4
69680, 5.4
69811, 4.8
69869, 4.4
69889, 4.4
69961, 6.9
70011, 6.5
70019, 6.7
70050, 4.9
70071, 4.5
70254, 4.8
70282, 4.6
70328, 4.5
70445, 5.3
70455, 4.5
70529, 4.6
70554, 4.5
70617, 4.4
70642, 6.7
70700, 6.7
70763, 4.9
71034, 4.3
71128, 6.0
71157, 4.7
71270, 5.1
71276, 5.9
71370, 4.9
71398, 5.5
71429, 5.2
71546, 5.5
71720, 6.5
71793, 5.2
71799, 4.5
71806, 4.7
71837, 4.9
71858, 5.2
71905, 6.0
71906, 6.0
71911, 4.3
71983, 5.1
71990, 5.6
72072, 4.5
72164, 6.3
72228, 4.5
72234, 5.7
72255, 6.8
72387, 5.8
72483, 4.8
72565, 4.7
72574, 4.5
72783, 6.1
72847, 4.5
72869, 5.4
72935, 5.1
73003, 4.3
73094, 6.0
73415, 6.0
73759, 5.5
73797, 4.7
73811, 4.5
73815, 7.5
73828, 6.0
73860, 8.0
73885, 5.0
73948, 6.8
73999, 6.0
74092, 4.5
74094, 5.9
74141, 4.3
74172, 4.3
74173, 5.0
74427, 5.6
74437, 7.8
74501, 4.5
74919, 5.8
74970, 6.0
74975, 5.0
75009, 6.0
75047, 4.5
75104, 5.3
75140, 4.9
75177, 5.0
75187, 6.0
75335, 4.8
75341, 6.3
75405, 6.3
75406, 6.3
75459, 4.5
75595, 4.5
75598, 4.5
75879, 5.0
75884, 6.0
75993, 4.8
76124, 6.8
76149, 5.3
76217, 6.0
76341, 6.0
76344, 5.0
76345, 5.1
76385, 5.9
76560, 5.1
76743, 6.1
76748, 5.9
76788, 5.6
76874, 6.0
76892, 5.0
76903, 6.1
76947, 5.6
76976, 5.5
77098, 5.8
77105, 6.0
77123, 4.5
77136, 5.9
77240, 5.8
77274, 4.5
77278, 7.7
77279, 5.7
77322, 6.4
77383, 6.0
77641, 4.2
77663, 5.2
77734, 4.5
77745, 4.7
77782, 6.1
77878, 6.3
77883, 6.3
77898, 6.4
77932, 4.5
77991, 6.0
78109, 6.0
78111, 6.0
78112, 6.0
78113, 5.0
78114, 4.8
78120, 5.0
78147, 6.7
78150, 6.0
78151, 6.0
78172, 5.2
78178, 5.8
78210, 6.0
78385, 6.3
78392, 6.3
78395, 5.0
78440, 5.2
78470, 4.9
78496, 4.8
78499, 6.0
78532, 6.0
78558, 4.6
78603, 4.5
78613, 4.4
78646, 6.5
78649, 4.7
78654, 5.5
78666, 4.5
78715, 6.3
78730, 5.6
78814, 6.5
78830, 5.2
78850, 6.4
78914, 5.2
78917, 6.0
78922, 6.1
78977, 6.3
78994, 4.5
79008, 4.5
79037, 6.3
79089, 6.1
79094, 6.3
79096, 6.3
79112, 9.9
79149, 4.5
79150, 4.5
79166, 4.5
79180, 6.4
79191, 5.2
79212, 5.7
79216, 4.5
79220, 5.0
79248, 4.5
79272, 5.3
79301, 7.1
79303, 6.1
79308, 5.2
79350, 6.1
79352, 5.2
79386, 5.0
79406, 5.2
79414, 5.1
79456, 6.5
79495, 6.3
79514, 6.4
79533, 6.3
79577, 5.0
79585, 5.1
79591, 6.3
79599, 5.2
79611, 6.3
79660, 5.2
79661, 5.2
79664, 4.8
79667, 5.3
79713, 6.8
79714, 4.8
79740, 6.4
79777, 6.3
79828, 5.6
79886, 5.1
79940, 6.4
79942, 6.4
79989, 5.0
79994, 5.2
80027, 5.2
80052, 6.3
80084, 5.2
80112, 6.6
80138, 5.3
80140, 4.6
80164, 6.8
80201, 4.8
80218, 4.6
80238, 5.4
80242, 5.6
80292, 6.4
80313, 5.2
80337, 6.3
80341, 5.2
80370, 5.0
80383, 5.6
80384, 6.1
80412, 5.2
80422, 5.4
80430, 5.6
80431, 4.8
80476, 6.3
80499, 5.6
80532, 6.1
80604, 4.7
80650, 5.0
80652, 6.4
80686, 5.2
80752, 6.1
80762, 4.5
80770, 5.2
80777, 6.1
80788, 6.1
80800, 4.8
80825, 4.7
80848, 5.8
80851, 5.6
80894, 6.4
80896, 6.4
80902, 6.4
80932, 5.2
80934, 6.4
80937, 4.8
80940, 5.2
80971, 4.9
81017, 5.3
81102, 5.2
81107, 6.3
81128, 6.6
81190, 6.2
81193, 5.5
81236, 5.8
81237, 5.4
81274, 5.2
81277, 5.4
81282, 5.3
81291, 5.1
81298, 6.4
81320, 5.7
81348, 4.9
81375, 6.4
81382, 5.9
81388, 4.7
81402, 5.4
81409, 6.1
81411, 5.2
81415, 5.0
81416, 5.2
81430, 5.1
81442, 4.5
81444, 5.4
81461, 5.2
81480, 5.6
81486, 5.6
81490, 4.9
81510, 4.8
81517, 6.7
81518, 5.8
81536, 4.2
81546, 5.7
81563, 6.0
81586, 5.2
81613, 5.3
81689, 5.2
81718, 5.4
81733, 6.3
81737, 5.8
81752, 7.7
81774, 5.6
81775, 4.8
81808, 5.8
81840, 6.0
81893, 5.3
81913, 4.8
81945, 5.1
81947, 5.5
81976, 5.1
81989, 4.5
82003, 4.8
82011, 4.8
82012, 5.1
82017, 4.8
82020, 4.8
82084, 4.8
82122, 4.8
82231, 4.8
82313, 4.4
82338, 8.0
82370, 5.9
82414, 6.1
82429, 5.8
82456, 5.1
82501, 5.9
82517, 5.6
82534, 5.1
82541, 5.0
82549, 5.0
82596, 5.2
82700, 5.3
82754, 5.8
82782, 5.8
82866, 5.0
82884, 5.1
82888, 6.2
82907, 5.3
82919, 5.7
82972, 4.6
82990, 5.8
83008, 5.8
83028, 5.1
83032, 6.0
83043, 5.8
83046, 5.8
83047, 5.8
83087, 5.2
83089, 5.1
83093, 5.1
83099, 5.1
83101, 5.1
83119, 8.0
83166, 4.3
83230, 6.3
83338, 6.1
83404, 5.5
83407, 7.0
83600, 5.7
83673, 5.0
83786, 5.4
83796, 4.7
83890, 8.1
83937, 7.4
84020, 6.1
84231, 6.2
84304, 6.1
84698, 6.1
84834, 6.9
84991, 5.1
84992, 5.1
85005, 5.1
85006, 5.1
85152, 8.2
85217, 4.4
85305, 4.7
85547, 5.2
86010, 4.6
86124, 4.6
86269, 5.1
86364, 4.3
86556, 5.4
86816, 4.4
86877, 5.3
87113, 4.4
87236, 4.6
87295, 5.0
87335, 4.4
87362, 6.1
87471, 5.9
87528, 6.1
87728, 4.5
87773, 4.2
87925, 6.1
87991, 4.3
88029, 6.1
