0,-8.5086595451,-12.1012851635,-13.8155105580,-5.7577443434,-13.8155105580
1,-10.4003490637,-9.0767018194,-13.8155105580,-13.8155105580,-4.6967502567
2,-9.5809453345,-11.7521321472,-12.6454722761,-6.5888625677,-13.8155105580
3,-0.1921763356,-13.8155105580,-12.8348631469,-6.1415163982,-4.5297201832
4,-0.0000010000,-10.5887257628,-11.5046974451,-6.9339726782,-10.7165445885
5,-0.0000010000,-10.6570621744,-12.1773492034,-7.3011660352,-12.4994069056
6,-9.2496102488,-13.8155105580,-13.8155105580,-5.4549574488,-9.2961788764
7,-0.0000010000,-10.4892801373,-11.7378364823,-11.9845507840,-12.4227541563
8,-0.0000010000,-13.8155105580,-10.1760916495,-5.5922528972,-4.3431531379
9,-0.0000010000,-13.8155105580,-4.5176925319,-6.3673558741,-13.8155105580
10,-12.9828350235,-10.4922638140,-0.0000010000,-5.5531775485,-6.1136592834
11,-7.9564915157,-0.0000010000,-12.7667871708,-10.4842711367,-2.6209412406
12,-9.1415884910,-8.9664483496,-0.0000010000,-1.7826426729,-0.5723265671
13,-0.0000010000,-8.8611307558,-0.0000010000,-6.1560269859,-7.2497716717
14,-8.2836041601,-12.4523251796,-3.4024892334,-5.9038385207,-13.8155105580
15,-0.0000010000,-10.1151603507,-4.3770113960,-6.1974267290,-6.0284368509
16,-8.7482343496,-0.0000010000,-8.6347685370,-5.3846048920,-3.5479508321
17,-0.0000010000,-10.5110725652,-0.0000010000,-3.8043480581,-3.7953966079
18,-0.4387608166,-13.8155105580,-13.8155105580,-5.2658414759,-8.0953743997
19,-3.5527421251,-10.1116028619,-0.0000010000,-6.1770010333,-7.2092544284
20,-0.0000010000,-10.0222128708,-10.3626750136,-1.0462384548,-12.1487929809
21,-4.6317561498,-0.0000010000,-13.8155105580,-0.0000010000,-4.3314897667
22,-2.9092428542,-10.4896003099,-0.0000010000,-3.9276147417,-2.7933854014
23,-8.8686521272,-10.4778573769,-0.0000010000,-13.1820779144,-5.6901632806
24,-1.2480514745,-10.5254152024,-0.0000010000,-6.3152024189,-0.7032700441
25,-2.9092428542,-10.4896003099,-0.0000010000,-3.9276147417,-2.7933854014
26,-9.4697392254,-8.3643742039,-0.0000010000,-13.0169163570,-6.2715848503
27,-0.0000010000,-8.4123933837,-12.9527894849,-6.4600678477,-9.3035746038
28,-8.9386389062,-0.0000010000,-0.0000010000,-0.0000645085,-5.6349687377
29,-5.1651082393,-0.0000010000,-13.8155105580,-5.9305722170,-5.1879704174
30,-9.9410729038,-0.0000010000,-13.8155105580,-5.1501697461,-0.9996609408
31,-6.8332154024,-0.0000010000,-13.8155105580,-5.2705163900,-12.5211321274
32,-5.0718584599,-11.0228413694,-13.8155105580,-3.8631091109,-0.0000010000
33,-0.0000010000,-8.7971344306,-13.8155105580,-4.4553330505,-6.7536968386
34,-10.7764916860,-7.3688529479,-13.8155105580,-12.4414530388,-0.0000010000
35,-0.0000010000,-10.4850266182,-13.8155105580,-11.9155742653,-6.5642231478
36,-0.0000010000,-10.8305374556,-0.0000010000,-12.4949643833,-5.9417721135
37,-8.3595127899,-10.7728625027,-13.8155105580,-12.5196297807,-13.8155105580
38,-4.0540767389,-10.4855638652,-0.0000010000,-4.0943481292,-5.8103369641
39,-8.0604146082,-7.9343836684,-13.8155105580,-0.0000010000,-13.8155105580
40,-0.0000010000,-13.8155105580,-13.8155105580,-8.4174104134,-12.8218912463
41,-0.0000010000,-13.8155105580,-12.9381166693,-5.1583182678,-10.9047182323
42,-7.9713595468,-8.2205063335,-13.8155105580,-7.1427088474,-13.8155105580
43,-4.8883183894,-0.0000010000,-13.8155105580,-6.2968376191,-10.1448634269
44,-12.1815414925,-10.4660058254,-13.8155105580,-10.1693507993,-0.0000010000
45,-11.6217566986,-10.5031464987,-12.2704407749,-0.0000010000,-6.5537509480
46,-8.0722399632,-10.7415467203,-13.8155105580,-9.0844520179,-13.8155105580
47,-0.0000010000,-13.8155105580,-13.8155105580,-4.6221409297,-0.0000010000
48,-0.0000010000,-7.7723478444,-13.8155105580,-5.9292108389,-9.5054009264
49,-8.0448950227,-8.5379728309,-13.5416447434,-6.3534870229,-13.8155105580
50,-5.8242929730,-10.4866193544,-0.0000010000,-5.5465005742,-7.9685936021
51,-9.5496796949,-8.8405658832,-13.8155105580,-4.3270666576,-10.7309994529
52,-0.0000944998,-8.1690773419,-10.6213102941,-4.5006487263,-13.8155105580
53,-0.0000010000,-13.8155105580,-0.0000010000,-5.1685200457,-13.8155105580
54,-0.0000010000,-13.8155105580,-13.7922558723,-6.1023800060,-8.8236844306
55,-0.0000010000,-10.4787461697,-13.8155105580,-13.2641815693,-11.9415146415
56,-10.4019391846,-8.4735599448,-13.8155105580,-12.2236313580,-13.8155105580
57,-13.8155105580,-9.5247773511,-13.8155105580,-13.8155105580,-13.4630375883
58,-8.1442557218,-0.0000010000,-13.8155105580,-7.1470914950,-13.8155105580
59,-11.6261864162,-11.0432085974,-13.8155105580,-0.0012502922,-13.8155105580
60,-11.6625832957,-11.1762219631,-13.8155105580,-0.0000010000,-13.8155105580
61,-11.6209061003,-8.0928773582,-13.8155105580,-0.0000010000,-13.8155105580
62,-7.7956821864,-11.9464084004,-13.7843420733,-6.8965045434,-13.8155105580
63,-10.1102274625,-10.5412243785,-13.8155105580,-5.3688472762,-13.8155105580
64,-9.7540200427,-0.0000010000,-13.8155105580,-6.8687889966,-12.0127116474
65,-0.0000010000,-10.4836098223,-13.8155105580,-5.1087200945,-12.3352416326
66,-5.3605935850,-0.0000010000,-11.7320581113,-0.0000010000,-1.0443752630
